seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	26733402	26733438	37	*	X30593	113235	26721661	26733230	11570	-	171	upstream	171	SLC46A1
chr17	26973797	26973901	105	*	X30605	9703	26941458	26972177	30720	-	1619	upstream	1619	KIAA0100
chr17	26988598	26988668	71	*	X30606	6830	26989302	27029249	39948	+	633	upstream	633	SUPT6H
chr17	27039353	27039481	129	*	X30609	147011	27030534	27038872	8339	-	480	upstream	480	PROCA1
chr17	27050498	27050632	135	*	X30612	26809	27050447	27050509	63	+	0	overlapEnd	50	SNORD42A
chr17	27050498	27050632	135	*	X30612	26772	27050699	27050772	74	+	66	upstream	66	SNORD4B
chr17	27230662	27230766	105	*	X30636	147015	27224799	27230089	5291	-	572	upstream	572	DHRS13
chr17	27333148	27333237	90	*	X30654	124925	27281947	27333458	51512	-	0	inside	220	SEZ6
chr17	27404424	27404573	150	*	X30672	9220	27400539	27402627	2089	-	1796	upstream	1796	TIAF1
chr17	27917466	27917580	115	*	X30700	28964	27900487	27916610	16124	-	855	upstream	855	GIT1
chr17	27949306	27949371	66	*	X30716	84940	27941774	27948441	6668	-	864	upstream	864	CORO6
chr17	28564434	28564609	176	*	X30724	6532	28521337	28562986	41650	-	1447	upstream	1447	SLC6A4
chr17	28703966	28704010	45	*	X30726	1362	28705942	28796675	90734	+	1931	upstream	1931	CPD
chr17	28901587	28901690	104	*	X30729	147172	28903483	28992716	89234	+	1792	upstream	1792	LRRC37BP1
chr17	29034541	29034750	210	*	X30742	440423	29036626	29097068	60443	+	1875	upstream	1875	SUZ12P1
chr17	32580534	32580578	45	*	X30862	6347	32582296	32584220	1925	+	1717	upstream	1717	CCL2
chr17	32905768	32905872	105	*	X30881	124842	32907768	32966337	58570	+	1895	upstream	1895	TMEM132E
chr17	33474786	33474920	135	*	X30915	146862	33474836	33516364	41529	+	0	overlapStart	0	UNC45B
chr17	33475056	33475235	180	*	X30916	146862	33474836	33516364	41529	+	0	inside	219	UNC45B
chr17	33700705	33700869	165	*	X30927	91607	33677329	33700720	23392	-	0	overlapStart	0	SLFN11
chr17	34079975	34080064	90	*	X30941	246176	34071530	34079897	8368	-	77	upstream	77	GAS2L2
chr17	34080695	34080814	120	*	X30942	246176	34071530	34079897	8368	-	797	upstream	797	GAS2L2
chr17	34841694	34841723	30	*	X30955	9326	34842473	34855154	12682	+	749	upstream	749	ZNHIT3
chr17	34956565	34956684	120	*	X30957	79922	34958025	34965407	7383	+	1340	upstream	1340	MRM1
chr17	35294733	35294837	105	*	X31036	3975	35294772	35301915	7144	+	0	overlapStart	0	LHX1
chr17	35305593	35305667	75	*	X31040	26574	35306175	35414171	107997	+	507	upstream	507	AATF
chr17	36499833	36499937	105	*	X31076	440435	36481493	36499693	18201	-	139	upstream	139	GPR179
chr17	36583934	36584118	185	*	X31098	57636	36584720	36668628	83909	+	601	upstream	601	ARHGAP23
chr17	36584254	36584373	120	*	X31099	57636	36584720	36668628	83909	+	346	upstream	346	ARHGAP23
chr17	36762882	36763121	240	*	X31187	80725	36686259	36762183	75925	-	698	upstream	698	SRCIN1
chr17	36763257	36763331	75	*	X31188	80725	36686259	36762183	75925	-	1073	upstream	1073	SRCIN1
chr17	36832000	36832088	89	*	X31206	100170841	36827959	36831187	3229	-	812	upstream	812	EPOP
chr17	36860347	36860389	43	*	X31209	100616203	36858515	36858584	70	-	1762	upstream	1762	MIR4734
chr17	36860347	36860389	43	*	X31209	4302	36861873	36886056	24184	+	1483	upstream	1483	MLLT6
chr17	36861063	36861122	60	*	X31210	4302	36861873	36886056	24184	+	750	upstream	750	MLLT6
chr17	36873924	36874043	120	*	X31215	100616153	36875944	36876001	58	+	1900	upstream	1900	MIR4726
chr17	36875060	36875063	4	*	X31216	100616153	36875944	36876001	58	+	880	upstream	880	MIR4726
chr17	36875631	36875780	150	*	X31217	100616153	36875944	36876001	58	+	163	upstream	163	MIR4726
chr17	36884582	36884731	150	*	X31223	284106	36886510	36891858	5349	+	1778	upstream	1778	CISD3
chr17	36885680	36885784	105	*	X31224	284106	36886510	36891858	5349	+	725	upstream	725	CISD3
chr17	36906923	36907042	120	*	X31228	5691	36909002	36920478	11477	+	1959	upstream	1959	PSMB3
chr17	36907402	36907566	165	*	X31229	5691	36909002	36920478	11477	+	1435	upstream	1435	PSMB3
chr17	36907793	36907880	88	*	X31230	5691	36909002	36920478	11477	+	1121	upstream	1121	PSMB3
chr17	36981066	36981314	249	*	X31232	100616416	36982091	36982145	55	+	776	upstream	776	MIR4727
chr17	36981066	36981314	249	*	X31232	54883	36956687	36981608	24922	-	0	inside	293	CWC25
chr17	37025090	37025133	44	*	X31234	3927	37026112	37078023	51912	+	978	upstream	978	LASP1
chr17	37081603	37081737	135	*	X31247	100505576	37081421	37085637	4217	+	0	inside	181	LINC00672
chr17	37123586	37123678	93	*	X31252	494188	37092685	37123655	30971	-	0	overlapStart	0	FBXO47
chr17	37124246	37124305	60	*	X31253	494188	37092685	37123655	30971	-	590	upstream	590	FBXO47
chr17	37354243	37354256	14	*	X31268	782	37329709	37353956	24248	-	286	upstream	286	CACNB1
chr17	37382335	37382349	15	*	X31276	342667	37366789	37382040	15252	-	294	upstream	294	STAC2
chr17	37781346	37781600	255	*	X31304	84152	37783177	37792878	9702	+	1576	upstream	1576	PPP1R1B
chr17	37782171	37782410	240	*	X31305	84152	37783177	37792878	9702	+	766	upstream	766	PPP1R1B
chr17	37782426	37782940	515	*	X31306	84152	37783177	37792878	9702	+	236	upstream	236	PPP1R1B
chr17	37792003	37792021	19	*	X31314	10948	37793333	37820454	27122	+	1311	upstream	1311	STARD3
chr17	37792098	37792107	10	*	X31315	10948	37793333	37820454	27122	+	1225	upstream	1225	STARD3
chr17	37819603	37819677	75	*	X31325	8557	37821599	37822807	1209	+	1921	upstream	1921	TCAP
chr17	37821283	37821387	105	*	X31326	8557	37821599	37822807	1209	+	211	upstream	211	TCAP
chr17	37821809	37821953	145	*	X31327	8557	37821599	37822807	1209	+	0	inside	209	TCAP
chr17	37822483	37822602	120	*	X31328	5409	37824234	37826728	2495	+	1631	upstream	1631	PNMT
chr17	37822693	37822842	150	*	X31329	5409	37824234	37826728	2495	+	1391	upstream	1391	PNMT
chr17	37822858	37823022	165	*	X31330	5409	37824234	37826728	2495	+	1211	upstream	1211	PNMT
chr17	37823664	37823750	87	*	X31331	5409	37824234	37826728	2495	+	483	upstream	483	PNMT
chr17	37844012	37844022	11	*	X31336	2064	37844393	37884915	40523	+	370	upstream	370	ERBB2
chr17	37844012	37844022	11	*	X31336	93210	37827375	37844310	16936	-	0	inside	287	PGAP3
chr17	37893674	37894003	330	*	X31351	2886	37894162	37903538	9377	+	158	upstream	158	GRB7
chr17	37894058	37894177	120	*	X31352	2886	37894162	37903538	9377	+	0	overlapStart	0	GRB7
chr17	38020168	38020257	90	*	X31366	22806	37913968	38020441	106474	-	0	inside	183	IKZF3
chr17	38171190	38171334	145	*	X31372	1440	38171614	38174066	2453	+	279	upstream	279	CSF3
chr17	38171605	38171739	135	*	X31373	1440	38171614	38174066	2453	+	0	overlapStart	0	CSF3
chr17	38216395	38216552	158	*	X31382	7067	38218163	38250120	31958	+	1610	upstream	1610	THRA
chr17	38218248	38218337	90	*	X31383	7067	38218163	38250120	31958	+	0	inside	84	THRA
chr17	38257108	38257287	180	*	X31411	9572	38249037	38256978	7942	-	129	upstream	129	NR1D1
chr17	38333654	38333681	28	*	X31422	51195	38334242	38351906	17665	+	560	upstream	560	RAPGEFL1
chr17	38463450	38463554	105	*	X31430	5914	38465423	38566941	101519	+	1868	upstream	1868	RARA
chr17	38463915	38464004	90	*	X31431	5914	38465423	38566941	101519	+	1418	upstream	1418	RARA
chr17	38520795	38520826	32	*	X31473	125111	38516905	38520945	4041	-	0	inside	118	GJD3
chr17	38721685	38721834	150	*	X31503	1236	38710022	38721736	11715	-	0	overlapStart	0	CCR7
chr17	38722150	38722170	21	*	X31504	1236	38710022	38721736	11715	-	413	upstream	413	CCR7
chr17	38722279	38722284	6	*	X31505	1236	38710022	38721736	11715	-	542	upstream	542	CCR7
chr17	38822651	38822770	120	*	X31509	125113	38811872	38821416	9545	-	1234	upstream	1234	KRT222
chr17	39678079	39678228	150	*	X31525	3866	39669997	39678026	8030	-	52	upstream	52	KRT15
chr17	39678503	39678607	105	*	X31526	3866	39669997	39678026	8030	-	476	upstream	476	KRT15
chr17	39684679	39684783	105	*	X31528	3880	39679869	39684641	4773	-	37	upstream	37	KRT19
chr17	39685174	39685353	180	*	X31529	3880	39679869	39684641	4773	-	532	upstream	532	KRT19
chr17	39685909	39686118	210	*	X31530	3880	39679869	39684641	4773	-	1267	upstream	1267	KRT19
chr17	39969995	39970129	135	*	X31565	10609	39958205	39968855	10651	-	1139	upstream	1139	P3H4
chr17	40076121	40076225	105	*	X31571	47	40023179	40075272	52094	-	848	upstream	848	ACLY
chr17	40264631	40264671	41	*	X31600	79132	40253422	40264751	11330	-	0	inside	79	DHX58
chr17	40273579	40273683	105	*	X31602	94086	40274756	40275371	616	+	1072	upstream	1072	HSPB9
chr17	40273579	40273683	105	*	X31602	2648	40265129	40273382	8254	-	196	upstream	196	KAT2A
chr17	40308802	40308906	105	*	X31603	5878	40276994	40307062	30069	-	1739	upstream	1739	RAB5C
chr17	40335235	40335399	165	*	X31605	23415	40308910	40333296	24387	-	1938	upstream	1938	KCNH4
chr17	40429299	40429373	75	*	X31612	6777	40351195	40428424	77230	-	874	upstream	874	STAT5B
chr17	40575745	40575879	135	*	X31632	284119	40554467	40575338	20872	-	406	upstream	406	CAVIN1
chr17	40576802	40577041	240	*	X31633	284119	40554467	40575338	20872	-	1463	upstream	1463	CAVIN1
chr17	40687121	40687270	150	*	X31637	4669	40687951	40696466	8516	+	680	upstream	680	NAGLU
chr17	40713952	40714056	105	*	X31639	80347	40714092	40718299	4208	+	35	upstream	35	COASY
chr17	40829561	40829620	60	*	X31652	79990	40819932	40829048	9117	-	512	upstream	512	PLEKHH3
chr17	40830465	40830473	9	*	X31653	79990	40819932	40829048	9117	-	1416	upstream	1416	PLEKHH3
chr17	40834689	40834700	12	*	X31654	8506	40834632	40852011	17380	+	0	inside	56	CNTNAP1
chr17	40834689	40834700	12	*	X31654	2826	40831420	40833845	2426	-	843	upstream	843	CCR10
chr17	40835154	40835408	255	*	X31655	2826	40831420	40833845	2426	-	1308	upstream	1308	CCR10
chr17	40835694	40835873	180	*	X31656	2826	40831420	40833845	2426	-	1848	upstream	1848	CCR10
chr17	40914841	40914945	105	*	X31661	100190938	40905947	40913275	7329	-	1565	upstream	1565	RAMP2-AS1
chr17	40932107	40932158	52	*	X31664	65266	40932649	40949084	16436	+	490	upstream	490	WNK4
chr17	41002917	41003109	193	*	X31668	8639	41003201	41010147	6947	+	91	upstream	91	AOC3
chr17	41131683	41131922	240	*	X31671	146923	41132582	41145707	13126	+	659	upstream	659	RUNDC1
chr17	41158698	41158907	210	*	X31672	3430	41158742	41166476	7735	+	0	overlapStart	0	IFI35
chr17	41276429	41276563	135	*	X31684	10230	41277600	41305688	28089	+	1036	upstream	1036	NBR2
chr17	41467110	41467124	15	*	X31689	100130581	41447213	41466266	19054	-	843	upstream	843	LINC00910
chr17	41837232	41837351	120	*	X31745	50964	41831099	41836156	5058	-	1075	upstream	1075	SOST
chr17	41856682	41856742	61	*	X31746	284067	41857803	41862054	4252	+	1060	upstream	1060	CFAP97D1
chr17	41856682	41856742	61	*	X31746	1845	41843489	41856368	12880	-	313	upstream	313	DUSP3
chr17	41857564	41857567	4	*	X31747	284067	41857803	41862054	4252	+	235	upstream	235	CFAP97D1
chr17	41857564	41857567	4	*	X31747	1845	41843489	41856368	12880	-	1195	upstream	1195	DUSP3
chr17	41924639	41924688	50	*	X31748	146894	41924516	41940997	16482	+	0	inside	122	CD300LG
chr17	42081511	42081549	39	*	X31765	162417	42082032	42086436	4405	+	482	upstream	482	NAGS
chr17	42081511	42081549	39	*	X31765	5697	42030107	42081837	51731	-	0	inside	287	PYY
chr17	42247915	42248019	105	*	X31794	92591	42248074	42256451	8378	+	54	upstream	54	ASB16
chr17	42275497	42275586	90	*	X31799	56970	42269173	42275529	6357	-	0	overlapStart	0	ATXN7L3
chr17	42276097	42276126	30	*	X31800	56970	42269173	42275529	6357	-	567	upstream	567	ATXN7L3
chr17	42300847	42300966	120	*	X31807	7343	42282401	42298994	16594	-	1852	upstream	1852	UBTF
chr17	42345934	42346008	75	*	X31810	6521	42325758	42345502	19745	-	431	upstream	431	SLC4A1
chr17	42346159	42346304	146	*	X31811	6521	42325758	42345502	19745	-	656	upstream	656	SLC4A1
chr17	42384904	42385008	105	*	X31816	10900	42385927	42396038	10112	+	918	upstream	918	RUNDC3A
chr17	42910175	42910354	180	*	X31871	10052	42875816	42908179	32364	-	1995	upstream	1995	GJC1
chr17	43223626	43223730	105	*	X31902	10614	43224684	43229468	4785	+	953	upstream	953	HEXIM1
chr17	43224481	43224585	105	*	X31903	10614	43224684	43229468	4785	+	98	upstream	98	HEXIM1
chr17	43324410	43324492	83	*	X31922	100133991	43325303	43345997	20695	+	810	upstream	810	MAP3K14-AS1
chr17	43395244	43395363	120	*	X31929	9020	43340488	43394414	53927	-	829	upstream	829	MAP3K14
chr17	44897681	44897935	255	*	X32015	7473	44839872	44896126	56255	-	1554	upstream	1554	WNT3
chr17	45057390	45057509	120	*	X32032	388394	45055522	45056614	1093	-	775	upstream	775	RPRML
chr17	45329972	45330076	105	*	X32038	3690	45331208	45421658	90451	+	1131	upstream	1131	ITGB3
chr17	45330152	45330331	180	*	X32039	3690	45331208	45421658	90451	+	876	upstream	876	ITGB3
chr17	45330422	45330571	150	*	X32040	3690	45331208	45421658	90451	+	636	upstream	636	ITGB3
chr17	45400154	45400273	120	*	X32045	124989	45401142	45518677	117536	+	868	upstream	868	EFCAB13
chr17	45899387	45899491	105	*	X32065	114881	45884733	45899147	14415	-	239	upstream	239	OSBPL7
chr17	45909041	45909136	96	*	X32066	90506	45908993	45915079	6087	+	0	inside	47	LRRC46
chr17	45909041	45909136	96	*	X32066	124995	45900638	45908907	8270	-	133	upstream	133	MRPL10
chr17	45934845	45934964	120	*	X32074	80320	45922280	45933240	10961	-	1604	upstream	1604	SP6
chr17	45935085	45935140	56	*	X32075	80320	45922280	45933240	10961	-	1844	upstream	1844	SP6
chr17	46507478	46507493	16	*	X32123	8631	46210802	46507594	296793	-	0	inside	100	SKAP1
chr17	46608424	46608483	60	*	X32134	3211	46606807	46608272	1466	-	151	upstream	151	HOXB1
chr17	46608919	46609038	120	*	X32135	3211	46606807	46608272	1466	-	646	upstream	646	HOXB1
chr17	46621314	46621418	105	*	X32136	100874362	46621713	46628603	6891	+	294	upstream	294	HOXB-AS1
chr17	46621976	46622095	120	*	X32137	100874362	46621713	46628603	6891	+	0	inside	262	HOXB-AS1
chr17	46621976	46622095	120	*	X32137	3212	46620019	46622393	2375	-	0	inside	297	HOXB2
chr17	46622276	46622455	180	*	X32138	3212	46620019	46622393	2375	-	0	overlapStart	0	HOXB2
chr17	46623821	46623970	150	*	X32139	3212	46620019	46622393	2375	-	1427	upstream	1427	HOXB2
chr17	46624121	46624255	135	*	X32140	3212	46620019	46622393	2375	-	1727	upstream	1727	HOXB2
chr17	46655788	46655888	101	*	X32162	3214	46652869	46655743	2875	-	44	upstream	44	HOXB4
chr17	46656276	46656410	135	*	X32163	3214	46652869	46655743	2875	-	532	upstream	532	HOXB4
chr17	46658278	46658397	120	*	X32164	406902	46657200	46657309	110	-	968	upstream	968	MIR10A
chr17	46658933	46658952	20	*	X32165	406902	46657200	46657309	110	-	1623	upstream	1623	MIR10A
chr17	46659118	46659222	105	*	X32166	406902	46657200	46657309	110	-	1808	upstream	1808	MIR10A
chr17	46667308	46667442	135	*	X32171	404266	46667823	46683774	15952	+	380	upstream	380	HOXB-AS3
chr17	46667308	46667442	135	*	X32171	3213	46626232	46667631	41400	-	0	inside	188	HOXB3
chr17	46671171	46671275	105	*	X32172	3215	46668619	46671103	2485	-	67	upstream	67	HOXB5
chr17	46682083	46682174	92	*	X32180	3216	46673099	46682354	9256	-	0	inside	179	HOXB6
chr17	46683568	46683687	120	*	X32181	3216	46673099	46682354	9256	-	1213	upstream	1213	HOXB6
chr17	46689107	46689137	31	*	X32182	3217	46684595	46688383	3789	-	723	upstream	723	HOXB7
chr17	46689733	46689845	113	*	X32183	3217	46684595	46688383	3789	-	1349	upstream	1349	HOXB7
chr17	46689948	46690097	150	*	X32184	3217	46684595	46688383	3789	-	1564	upstream	1564	HOXB7
chr17	46690218	46690352	135	*	X32185	3217	46684595	46688383	3789	-	1834	upstream	1834	HOXB7
chr17	46703794	46703803	10	*	X32192	3219	46698519	46703835	5317	-	0	inside	31	HOXB9
chr17	46704138	46704257	120	*	X32193	3219	46698519	46703835	5317	-	302	upstream	302	HOXB9
chr17	46704678	46704799	122	*	X32194	3219	46698519	46703835	5317	-	842	upstream	842	HOXB9
chr17	46800137	46800256	120	*	X32201	360205	46800542	46802119	1578	+	285	upstream	285	PRAC2
chr17	46800137	46800256	120	*	X32201	84366	46799082	46799882	801	-	254	upstream	254	PRAC1
chr17	46800302	46800391	90	*	X32202	360205	46800542	46802119	1578	+	150	upstream	150	PRAC2
chr17	46800302	46800391	90	*	X32202	84366	46799082	46799882	801	-	419	upstream	419	PRAC1
chr17	46800722	46800946	225	*	X32203	360205	46800542	46802119	1578	+	0	inside	179	PRAC2
chr17	46800722	46800946	225	*	X32203	84366	46799082	46799882	801	-	839	upstream	839	PRAC1
chr17	46806437	46806556	120	*	X32204	10481	46802127	46806111	3985	-	325	upstream	325	HOXB13
chr17	46895672	46895896	225	*	X32212	284076	46839593	46894469	54877	-	1202	upstream	1202	TTLL6
chr17	47287506	47287760	255	*	X32243	51225	47287589	47300587	12999	+	0	overlapStart	0	ABI3
chr17	47287506	47287760	255	*	X32243	2793	47283596	47287936	4341	-	0	inside	175	GNGT2
chr17	47288286	47288390	105	*	X32244	2793	47283596	47287936	4341	-	349	upstream	349	GNGT2
chr17	47651773	47651907	135	*	X32300	11248	47653298	47661171	7874	+	1390	upstream	1390	NXPH3
chr17	48073626	48073803	178	*	X32357	1747	48067369	48072588	5220	-	1037	upstream	1037	DLX3
chr17	48132629	48132733	105	*	X32371	3675	48133340	48167849	34510	+	606	upstream	606	ITGA3
chr17	48208044	48208076	33	*	X32381	201191	48188673	48207246	18574	-	797	upstream	797	SAMD14
chr17	48208362	48208466	105	*	X32382	201191	48188673	48207246	18574	-	1115	upstream	1115	SAMD14
chr17	48209184	48209423	240	*	X32383	201191	48188673	48207246	18574	-	1937	upstream	1937	SAMD14
chr17	48228582	48228606	25	*	X32394	84687	48211101	48227877	16777	-	704	upstream	704	PPP1R9B
chr17	48229006	48229088	83	*	X32395	84687	48211101	48227877	16777	-	1128	upstream	1128	PPP1R9B
chr17	48229239	48229239	1	*	X32396	84687	48211101	48227877	16777	-	1361	upstream	1361	PPP1R9B
chr17	48229749	48229868	120	*	X32397	84687	48211101	48227877	16777	-	1871	upstream	1871	PPP1R9B
chr17	48279339	48279473	135	*	X32413	1277	48261457	48279000	17544	-	338	upstream	338	COL1A1
chr17	48279804	48279817	14	*	X32414	1277	48261457	48279000	17544	-	803	upstream	803	COL1A1
chr17	48347724	48347828	105	*	X32438	162461	48348767	48358846	10080	+	938	upstream	938	TMEM92
chr17	48422639	48422728	90	*	X32446	64132	48423393	48438512	15120	+	664	upstream	664	XYLT2
chr17	48449591	48449695	105	*	X32453	146956	48450581	48458820	8240	+	885	upstream	885	EME1
chr17	48475413	48475462	50	*	X32455	55379	48458594	48474914	16321	-	498	upstream	498	LRRC59
chr17	48547200	48547271	72	*	X32458	1101	48541853	48546227	4375	-	972	upstream	972	CHAD
chr17	48547887	48548141	255	*	X32459	1101	48541853	48546227	4375	-	1659	upstream	1659	CHAD
chr17	48609584	48609913	330	*	X32469	55040	48610048	48621111	11064	+	134	upstream	134	EPN3
chr17	48639596	48639616	21	*	X32473	253962	48633568	48639469	5902	-	126	upstream	126	CACNA1G-AS1
chr17	48640454	48640573	120	*	X32474	253962	48633568	48639469	5902	-	984	upstream	984	CACNA1G-AS1
chr17	48910911	48910923	13	*	X32523	124857	48912011	48919709	7699	+	1087	upstream	1087	WFIKKN2
chr17	48911569	48911793	225	*	X32524	124857	48912011	48919709	7699	+	217	upstream	217	WFIKKN2
chr17	48945371	48945475	105	*	X32528	10140	48939587	48945339	5753	-	31	upstream	31	TOB1
chr17	49243033	49243184	152	*	X32544	4831	49242796	49249105	6310	+	0	inside	236	NME2
chr17	53828183	53828317	135	*	X32596	58488	53828340	53854748	26409	+	22	upstream	22	PCTP
chr17	55054516	55054605	90	*	X32636	59342	55055468	55084129	28662	+	862	upstream	862	SCPEP1
chr17	55331171	55331260	90	*	X32655	124540	55333212	55757299	424088	+	1951	upstream	1951	MSI2
chr17	55928883	55928891	9	*	X32753	51649	55916287	55927433	11147	-	1449	upstream	1449	MRPS23
chr17	55929040	55929063	24	*	X32754	51649	55916287	55927433	11147	-	1606	upstream	1606	MRPS23
chr17	56034651	56034770	120	*	X32777	404093	55938604	56032684	94081	-	1966	upstream	1966	CUEDC1
chr17	56400869	56401003	135	*	X32793	100506779	56402811	56431088	28278	+	1807	upstream	1807	TSPOAP1-AS1
chr17	56406119	56406156	38	*	X32795	9256	56378588	56406152	27565	-	0	overlapStart	0	TSPOAP1
chr17	56406228	56406267	40	*	X32796	9256	56378588	56406152	27565	-	75	upstream	75	TSPOAP1
chr17	56408054	56408278	225	*	X32797	9256	56378588	56406152	27565	-	1901	upstream	1901	TSPOAP1
chr17	56408654	56408953	300	*	X32799	406934	56408593	56408679	87	-	0	overlapStart	0	MIR142
chr17	56408984	56409388	405	*	X32800	406934	56408593	56408679	87	-	304	upstream	304	MIR142
chr17	56619505	56619609	105	*	X32815	5414	56597611	56618179	20569	-	1325	upstream	1325	SEPTIN4
chr17	57230930	57231049	120	*	X32824	55771	57232860	57284070	51211	+	1810	upstream	1810	PRR11
chr17	57407470	57407574	105	*	X32826	388403	57409053	57479095	70043	+	1478	upstream	1478	YPEL2
chr17	57408292	57408312	21	*	X32827	388403	57409053	57479095	70043	+	740	upstream	740	YPEL2
chr17	58226224	58226343	120	*	X32844	762	58227302	58248260	20959	+	958	upstream	958	CA4
chr17	58226824	58226897	74	*	X32845	762	58227302	58248260	20959	+	404	upstream	404	CA4
chr17	58499342	58499390	49	*	X32861	124773	58499865	58508787	8923	+	474	upstream	474	C17orf64
chr17	58499903	58500112	210	*	X32862	124773	58499865	58508787	8923	+	0	inside	37	C17orf64
chr17	59528541	59528705	165	*	X32884	9496	59529779	59562471	32693	+	1073	upstream	1073	TBX4
chr17	61525297	61525431	135	*	X32930	1534	61509665	61523722	14058	-	1574	upstream	1574	CYB561
chr17	61553009	61553128	120	*	X32931	1636	61554422	61599203	44782	+	1293	upstream	1293	ACE
chr17	61553174	61553398	225	*	X32932	1636	61554422	61599203	44782	+	1023	upstream	1023	ACE
chr17	61599011	61599130	120	*	X32934	81033	61600695	61626338	25644	+	1564	upstream	1564	KCNH6
chr17	61599191	61599272	82	*	X32935	81033	61600695	61626338	25644	+	1422	upstream	1422	KCNH6
chr17	61599341	61599490	150	*	X32936	81033	61600695	61626338	25644	+	1204	upstream	1204	KCNH6
chr17	61600978	61600991	14	*	X32937	81033	61600695	61626338	25644	+	0	inside	282	KCNH6
chr17	61775616	61775750	135	*	X32941	729683	61777698	61780045	2348	+	1947	upstream	1947	LOC729683
chr17	61776111	61776215	105	*	X32942	729683	61777698	61780045	2348	+	1482	upstream	1482	LOC729683
chr17	61779425	61779500	76	*	X32943	80774	61773249	61778045	4797	-	1379	upstream	1379	LIMD2
chr17	61852819	61852923	105	*	X32944	57003	61822610	61851088	28479	-	1730	upstream	1730	CCDC47
chr17	61905424	61905433	10	*	X32945	117246	61896793	61905031	8239	-	392	upstream	392	FTSJ3
chr17	64188987	64189046	60	*	X33025	201134	63631658	64188212	556555	-	774	upstream	774	CEP112
chr17	64958987	64958988	2	*	X33063	27092	64960980	65029518	68539	+	1991	upstream	1991	CACNG4
chr17	64959842	64959946	105	*	X33064	27092	64960980	65029518	68539	+	1033	upstream	1033	CACNG4
chr17	65991759	65991783	25	*	X33091	284018	65987217	65989765	2549	-	1993	upstream	1993	C17orf58
chr17	66287296	66287306	11	*	X33097	9120	66263167	66287405	24239	-	0	inside	98	SLC16A6
chr17	66454180	66454249	70	*	X33102	55062	66417422	66453653	36232	-	526	upstream	526	WIPI1
chr17	66597813	66597851	39	*	X33106	54757	66531257	66597095	65839	-	717	upstream	717	FAM20A
chr17	68167309	68167330	22	*	X33124	400617	68163102	68165543	2442	-	1765	upstream	1765	KCNJ2-AS1
chr17	68167410	68167443	34	*	X33125	400617	68163102	68165543	2442	-	1866	upstream	1866	KCNJ2-AS1
chr17	70115882	70115885	4	*	X33151	6662	70117161	70122560	5400	+	1275	upstream	1275	SOX9
chr17	71258015	71258165	151	*	X33227	642843	71244588	71258019	13432	-	0	overlapStart	0	CPSF4L
chr17	71258616	71258720	105	*	X33228	642843	71244588	71258019	13432	-	596	upstream	596	CPSF4L
chr17	71259213	71259302	90	*	X33229	642843	71244588	71258019	13432	-	1193	upstream	1193	CPSF4L
chr17	71259753	71259869	117	*	X33230	642843	71244588	71258019	13432	-	1733	upstream	1733	CPSF4L
chr17	71309909	71309919	11	*	X33239	23580	71279763	71308143	28381	-	1765	upstream	1765	CDC42EP4
chr17	71781377	71781481	105	*	X33305	400620	71782961	71796934	13974	+	1479	upstream	1479	LINC02092
chr17	71782170	71782304	135	*	X33306	400620	71782961	71796934	13974	+	656	upstream	656	LINC02092
chr17	71782922	71782960	39	*	X33307	400620	71782961	71796934	13974	+	0	upstream	0	LINC02092
chr17	72199100	72199204	105	*	X33328	6169	72199795	72206019	6225	+	590	upstream	590	RPL38
chr17	72199520	72199700	181	*	X33329	6169	72199795	72206019	6225	+	94	upstream	94	RPL38
chr17	72207858	72208052	195	*	X33332	94015	72209696	72258157	48462	+	1643	upstream	1643	TTYH2
chr17	72210528	72210692	165	*	X33333	85001	72206135	72209460	3326	-	1067	upstream	1067	MGC16275
chr17	72268265	72268418	154	*	X33337	64446	72270386	72311023	40638	+	1967	upstream	1967	DNAI2
chr17	72268509	72268628	120	*	X33338	64446	72270386	72311023	40638	+	1757	upstream	1757	DNAI2
chr17	72268989	72269108	120	*	X33339	64446	72270386	72311023	40638	+	1277	upstream	1277	DNAI2
chr17	72357984	72358103	120	*	X33346	388419	72352555	72357958	5404	-	25	upstream	25	BTBD17
chr17	72743477	72743566	90	*	X33371	9368	72744751	72765499	20749	+	1184	upstream	1184	SLC9A3R1
chr17	72743477	72743566	90	*	X33371	100500847	72744752	72744838	87	+	1185	upstream	1185	MIR3615
chr17	72772183	72772302	120	*	X33380	54868	72772622	72835922	63301	+	319	upstream	319	TMEM104
chr17	72772183	72772302	120	*	X33380	26151	72766686	72772470	5785	-	0	inside	167	NAT9
chr17	72868755	72868869	115	*	X33386	2232	72858619	72869156	10538	-	0	inside	286	FDXR
chr17	72870270	72870374	105	*	X33387	2232	72858619	72869156	10538	-	1113	upstream	1113	FDXR
chr17	72890827	72890946	120	*	X33388	283985	72873473	72889705	16233	-	1121	upstream	1121	FADS6
chr17	72918697	72918779	83	*	X33391	92736	72920370	72930006	9637	+	1590	upstream	1590	OTOP2
chr17	72919162	72919220	59	*	X33392	92736	72920370	72930006	9637	+	1149	upstream	1149	OTOP2
chr17	72919162	72919220	59	*	X33392	124590	72912176	72919351	7176	-	0	inside	130	USH1G
